ip,factory,phase,datacenter,room,row,col,side,is_pdu,name,has_data,protocol_status,status_code,enabled,message
,F12,P7,DC2,R1,N,69,R,1,F12P7DC2R1N69PR,0,0,0,0,
,F12,P7,DC2,R1,O,66,L,1,F12P7DC2R1O66PL,0,0,0,0,
,F12,P7,DC2,R1,O,66,R,1,F12P7DC2R1O66PR,0,0,0,0,
,F12,P7,DC2,R1,O,58,L,0,F12P7DC2R1O58PL,0,0,0,0,
,F12,P7,DC2,R1,O,61,L,0,F12P7DC2R1O61PL,0,0,0,0,
,F12,P7,DC2,R1,O,69,L,0,F12P7DC2R1O69PL,0,0,0,0,
,F12,P7,DC2,R1,O,58,R,0,F12P7DC2R1O58PR,0,0,0,0,
,F12,P7,DC2,R1,O,61,R,0,F12P7DC2R1O61PR,0,0,0,0,
,F12,P7,DC2,R1,O,69,R,0,F12P7DC2R1O69PR,0,0,0,0,
,F12,P7,DC2,R1,P,58,L,1,F12P7DC2R1P58PL,0,0,0,0,
,F12,P7,DC2,R1,P,58,R,1,F12P7DC2R1P58PR,0,0,0,0,
,F12,P7,DC2,R1,P,61,L,1,F12P7DC2R1P61PL,0,0,0,0,
,F12,P7,DC2,R1,P,61,R,1,F12P7DC2R1P61PR,0,0,0,0,
,F12,P7,DC2,R1,P,66,L,1,F12P7DC2R1P66PL,0,0,0,0,
,F12,P7,DC2,R1,P,66,R,1,F12P7DC2R1P66PR,0,0,0,0,
,F12,P7,DC2,R1,P,69,L,1,F12P7DC2R1P69PL,0,0,0,0,
,F12,P7,DC2,R1,P,69,R,1,F12P7DC2R1P69PR,0,0,0,0,
,F12,P7,DC2,R1,Q,58,L,1,F12P7DC2R1Q58PL,0,0,0,0,
,F12,P7,DC2,R1,Q,58,R,1,F12P7DC2R1Q58PR,0,0,0,0,
,F12,P7,DC2,R1,Q,61,L,1,F12P7DC2R1Q61PL,0,0,0,0,
,F12,P7,DC2,R1,Q,61,R,1,F12P7DC2R1Q61PR,0,0,0,0,
,F12,P7,DC2,R1,Q,66,L,1,F12P7DC2R1Q66PL,0,0,0,0,
,F12,P7,DC2,R1,Q,66,R,1,F12P7DC2R1Q66PR,0,0,0,0,
,F12,P7,DC2,R1,Q,69,L,1,F12P7DC2R1Q69PL,0,0,0,0,
,F12,P7,DC2,R1,Q,69,R,1,F12P7DC2R1Q69PR,0,0,0,0,
,F12,P7,DC2,R1,R,58,L,1,F12P7DC2R1R58PL,0,0,0,0,
,F12,P7,DC2,R1,R,58,R,1,F12P7DC2R1R58PR,0,0,0,0,
,F12,P7,DC2,R1,R,61,L,1,F12P7DC2R1R61PL,0,0,0,0,
,F12,P7,DC2,R1,R,61,R,1,F12P7DC2R1R61PR,0,0,0,0,
,F12,P7,DC2,R1,R,69,L,1,F12P7DC2R1R69PL,0,0,0,0,
,F12,P7,DC2,R1,R,69,R,1,F12P7DC2R1R69PR,0,0,0,0,
,F12,P7,DC2,R1,R,66,L,0,F12P7DC2R1R66PL,0,0,0,0,
,F12,P7,DC2,R1,R,66,R,0,F12P7DC2R1R66PR,0,0,0,0,
,F12,P7,DC2,R1,S,58,L,1,F12P7DC2R1S58PL,0,0,0,0,
,F12,P7,DC2,R1,S,58,R,1,F12P7DC2R1S58PR,0,0,0,0,
,F12,P7,DC2,R1,S,61,L,1,F12P7DC2R1S61PL,0,0,0,0,
,F12,P7,DC2,R1,S,61,R,1,F12P7DC2R1S61PR,0,0,0,0,
,F12,P7,DC2,R1,S,66,L,1,F12P7DC2R1S66PL,0,0,0,0,
,F12,P7,DC2,R1,S,66,R,1,F12P7DC2R1S66PR,0,0,0,0,
,F12,P7,DC2,R1,S,69,L,1,F12P7DC2R1S69PL,0,0,0,0,
,F12,P7,DC2,R1,S,69,R,1,F12P7DC2R1S69PR,0,0,0,0,
,F12,P7,DC2,R1,T,61,L,1,F12P7DC2R1T61PL,0,0,0,0,
,F12,P7,DC2,R1,T,61,R,1,F12P7DC2R1T61PR,0,0,0,0,
,F12,P7,DC2,R1,T,66,L,1,F12P7DC2R1T66PL,0,0,0,0,
,F12,P7,DC2,R1,T,66,R,1,F12P7DC2R1T66PR,0,0,0,0,
,F12,P7,DC2,R1,T,58,L,0,F12P7DC2R1T58PL,0,0,0,0,
,F12,P7,DC2,R1,T,69,L,0,F12P7DC2R1T69PL,0,0,0,0,
,F12,P7,DC2,R1,T,58,R,0,F12P7DC2R1T58PR,0,0,0,0,
,F12,P7,DC2,R1,T,69,R,0,F12P7DC2R1T69PR,0,0,0,0,
,F12,P7,DC2,R1,U,58,L,1,F12P7DC2R1U58PL,0,0,0,0,
,F12,P7,DC2,R1,U,58,R,1,F12P7DC2R1U58PR,0,0,0,0,
,F12,P7,DC2,R1,U,61,L,1,F12P7DC2R1U61PL,0,0,0,0,
,F12,P7,DC2,R1,U,61,R,1,F12P7DC2R1U61PR,0,0,0,0,
,F12,P7,DC2,R1,U,66,L,1,F12P7DC2R1U66PL,0,0,0,0,
,F12,P7,DC2,R1,U,66,R,1,F12P7DC2R1U66PR,0,0,0,0,
,F12,P7,DC2,R1,U,69,L,1,F12P7DC2R1U69PL,0,0,0,0,
,F12,P7,DC2,R1,U,69,R,1,F12P7DC2R1U69PR,0,0,0,0,
,F12,P7,DC2,R1,V,58,L,1,F12P7DC2R1V58PL,0,0,0,0,
,F12,P7,DC2,R1,V,58,R,1,F12P7DC2R1V58PR,0,0,0,0,
,F12,P7,DC2,R1,V,66,L,1,F12P7DC2R1V66PL,0,0,0,0,
,F12,P7,DC2,R1,V,66,R,1,F12P7DC2R1V66PR,0,0,0,0,
,F12,P7,DC2,R1,V,69,L,1,F12P7DC2R1V69PL,0,0,0,0,
,F12,P7,DC2,R1,V,69,R,1,F12P7DC2R1V69PR,0,0,0,0,
,F12,P7,DC2,R1,V,61,L,0,F12P7DC2R1V61PL,0,0,0,0,
,F12,P7,DC2,R1,V,61,R,0,F12P7DC2R1V61PR,0,0,0,0,
,F12,P7,DC2,R1,W,58,L,1,F12P7DC2R1W58PL,0,0,0,0,
,F12,P7,DC2,R1,W,58,R,1,F12P7DC2R1W58PR,0,0,0,0,
,F12,P7,DC2,R1,W,61,L,1,F12P7DC2R1W61PL,0,0,0,0,
,F12,P7,DC2,R1,W,61,R,1,F12P7DC2R1W61PR,0,0,0,0,
,F12,P7,DC2,R1,W,69,L,1,F12P7DC2R1W69PL,0,0,0,0,
,F12,P7,DC2,R1,W,69,R,1,F12P7DC2R1W69PR,0,0,0,0,
,F12,P7,DC2,R1,W,66,L,0,F12P7DC2R1W66PL,0,0,0,0,
,F12,P7,DC2,R1,W,66,R,0,F12P7DC2R1W66PR,0,0,0,0,
,F12,P7,DC2,R1,Y,61,L,1,F12P7DC2R1Y61PL,0,0,0,0,
,F12,P7,DC2,R1,Y,61,R,1,F12P7DC2R1Y61PR,0,0,0,0,
,F12,P7,DC2,R1,Y,66,L,1,F12P7DC2R1Y66PL,0,0,0,0,
,F12,P7,DC2,R1,Y,66,R,1,F12P7DC2R1Y66PR,0,0,0,0,
,F12,P7,DC2,R1,Y,58,L,0,F12P7DC2R1Y58PL,0,0,0,0,
,F12,P7,DC2,R1,Y,69,L,0,F12P7DC2R1Y69PL,0,0,0,0,
,F12,P7,DC2,R1,Y,58,R,0,F12P7DC2R1Y58PR,0,0,0,0,
,F12,P7,DC2,R1,Y,69,R,0,F12P7DC2R1Y69PR,0,0,0,0,
,F12,P7,DC2,R1,Z,58,L,1,F12P7DC2R1Z58PL,0,0,0,0,
,F12,P7,DC2,R1,Z,58,R,1,F12P7DC2R1Z58PR,0,0,0,0,
,F12,P7,DC2,R1,Z,66,L,1,F12P7DC2R1Z66PL,0,0,0,0,
,F12,P7,DC2,R1,Z,66,R,1,F12P7DC2R1Z66PR,0,0,0,0,
,F12,P7,DC2,R1,Z,69,L,1,F12P7DC2R1Z69PL,0,0,0,0,
,F12,P7,DC2,R1,Z,69,R,1,F12P7DC2R1Z69PR,0,0,0,0,
,F12,P7,DC2,R1,Z,61,L,0,F12P7DC2R1Z61PL,0,0,0,0,
,F12,P7,DC2,R1,Z,61,R,0,F12P7DC2R1Z61PR,0,0,0,0,
,F12,P7,DC2,R2,AA,38,L,1,F12P7DC2R2AA38PL,0,0,0,0,
,F12,P7,DC2,R2,AA,38,R,1,F12P7DC2R2AA38PR,0,0,0,0,
,F12,P7,DC2,R2,AA,41,L,1,F12P7DC2R2AA41PL,0,0,0,0,
,F12,P7,DC2,R2,AA,41,R,1,F12P7DC2R2AA41PR,0,0,0,0,
,F12,P7,DC2,R2,AA,46,L,1,F12P7DC2R2AA46PL,0,0,0,0,
,F12,P7,DC2,R2,AA,46,R,1,F12P7DC2R2AA46PR,0,0,0,0,
,F12,P7,DC2,R2,AA,49,L,1,F12P7DC2R2AA49PL,0,0,0,0,
,F12,P7,DC2,R2,AA,49,R,1,F12P7DC2R2AA49PR,0,0,0,0,
,F12,P7,DC2,R2,C,38,L,1,F12P7DC2R2C38PL,0,0,0,0,
,F12,P7,DC2,R2,C,38,R,1,F12P7DC2R2C38PR,0,0,0,0,
,F12,P7,DC2,R2,C,49,L,1,F12P7DC2R2C49PL,0,0,0,0,
,F12,P7,DC2,R2,C,49,R,1,F12P7DC2R2C49PR,0,0,0,0,
,F12,P7,DC2,R2,C,41,L,0,F12P7DC2R2C41PL,0,0,0,0,
,F12,P7,DC2,R2,C,46,L,0,F12P7DC2R2C46PL,0,0,0,0,
,F12,P7,DC2,R2,C,41,R,0,F12P7DC2R2C41PR,0,0,0,0,
,F12,P7,DC2,R2,C,46,R,0,F12P7DC2R2C46PR,0,0,0,0,
,F12,P7,DC2,R2,D,38,L,1,F12P7DC2R2D38PL,0,0,0,0,
,F12,P7,DC2,R2,D,38,R,1,F12P7DC2R2D38PR,0,0,0,0,
,F12,P7,DC2,R2,D,41,L,1,F12P7DC2R2D41PL,0,0,0,0,
,F12,P7,DC2,R2,D,41,R,1,F12P7DC2R2D41PR,0,0,0,0,
,F12,P7,DC2,R2,D,46,L,1,F12P7DC2R2D46PL,0,0,0,0,
,F12,P7,DC2,R2,D,46,R,1,F12P7DC2R2D46PR,0,0,0,0,
,F12,P7,DC2,R2,D,49,L,1,F12P7DC2R2D49PL,0,0,0,0,
,F12,P7,DC2,R2,D,49,R,1,F12P7DC2R2D49PR,0,0,0,0,
,F12,P7,DC2,R2,E,41,L,1,F12P7DC2R2E41PL,0,0,0,0,
,F12,P7,DC2,R2,E,41,R,1,F12P7DC2R2E41PR,0,0,0,0,
,F12,P7,DC2,R2,E,46,L,1,F12P7DC2R2E46PL,0,0,0,0,
,F12,P7,DC2,R2,E,46,R,1,F12P7DC2R2E46PR,0,0,0,0,
,F12,P7,DC2,R2,E,38,L,0,F12P7DC2R2E38PL,0,0,0,0,
,F12,P7,DC2,R2,E,49,L,0,F12P7DC2R2E49PL,0,0,0,0,
,F12,P7,DC2,R2,E,38,R,0,F12P7DC2R2E38PR,0,0,0,0,
,F12,P7,DC2,R2,E,49,R,0,F12P7DC2R2E49PR,0,0,0,0,
,F12,P7,DC2,R2,F,38,L,1,F12P7DC2R2F38PL,0,0,0,0,
,F12,P7,DC2,R2,F,38,R,1,F12P7DC2R2F38PR,0,0,0,0,
,F12,P7,DC2,R2,F,41,L,1,F12P7DC2R2F41PL,0,0,0,0,
,F12,P7,DC2,R2,F,41,R,1,F12P7DC2R2F41PR,0,0,0,0,
,F12,P7,DC2,R2,F,46,L,1,F12P7DC2R2F46PL,0,0,0,0,
,F12,P7,DC2,R2,F,46,R,1,F12P7DC2R2F46PR,0,0,0,0,
,F12,P7,DC2,R2,F,49,L,1,F12P7DC2R2F49PL,0,0,0,0,
,F12,P7,DC2,R2,F,49,R,1,F12P7DC2R2F49PR,0,0,0,0,
,F12,P7,DC2,R2,G,38,L,1,F12P7DC2R2G38PL,0,0,0,0,
,F12,P7,DC2,R2,G,38,R,1,F12P7DC2R2G38PR,0,0,0,0,
,F12,P7,DC2,R2,G,46,L,1,F12P7DC2R2G46PL,0,0,0,0,
,F12,P7,DC2,R2,G,46,R,1,F12P7DC2R2G46PR,0,0,0,0,
,F12,P7,DC2,R2,G,49,L,1,F12P7DC2R2G49PL,0,0,0,0,
,F12,P7,DC2,R2,G,49,R,1,F12P7DC2R2G49PR,0,0,0,0,
,F12,P7,DC2,R2,G,41,L,0,F12P7DC2R2G41PL,0,0,0,0,
,F12,P7,DC2,R2,G,41,R,0,F12P7DC2R2G41PR,0,0,0,0,
,F12,P7,DC2,R2,H,38,L,1,F12P7DC2R2H38PL,0,0,0,0,
,F12,P7,DC2,R2,H,38,R,1,F12P7DC2R2H38PR,0,0,0,0,
,F12,P7,DC2,R2,H,41,L,1,F12P7DC2R2H41PL,0,0,0,0,
,F12,P7,DC2,R2,H,41,R,1,F12P7DC2R2H41PR,0,0,0,0,
,F12,P7,DC2,R2,H,49,L,1,F12P7DC2R2H49PL,0,0,0,0,
,F12,P7,DC2,R2,H,49,R,1,F12P7DC2R2H49PR,0,0,0,0,
,F12,P7,DC2,R2,H,46,L,0,F12P7DC2R2H46PL,0,0,0,0,
,F12,P7,DC2,R2,H,46,R,0,F12P7DC2R2H46PR,0,0,0,0,
,F12,P7,DC2,R2,I,38,L,1,F12P7DC2R2I38PL,0,0,0,0,
,F12,P7,DC2,R2,I,38,R,1,F12P7DC2R2I38PR,0,0,0,0,
,F12,P7,DC2,R2,I,46,L,1,F12P7DC2R2I46PL,0,0,0,0,
,F12,P7,DC2,R2,I,46,R,1,F12P7DC2R2I46PR,0,0,0,0,
,F12,P7,DC2,R2,I,49,L,1,F12P7DC2R2I49PL,0,0,0,0,
,F12,P7,DC2,R2,I,49,R,1,F12P7DC2R2I49PR,0,0,0,0,
,F12,P7,DC2,R2,J,46,L,1,F12P7DC2R2J46PL,0,0,0,0,
,F12,P7,DC2,R2,J,46,R,1,F12P7DC2R2J46PR,0,0,0,0,
,F12,P7,DC2,R2,J,38,L,0,F12P7DC2R2J38PL,0,0,0,0,
,F12,P7,DC2,R2,J,49,L,0,F12P7DC2R2J49PL,0,0,0,0,
,F12,P7,DC2,R2,J,38,R,0,F12P7DC2R2J38PR,0,0,0,0,
,F12,P7,DC2,R2,J,49,R,0,F12P7DC2R2J49PR,0,0,0,0,
,F12,P7,DC2,R2,K,38,L,1,F12P7DC2R2K38PL,0,0,0,0,
,F12,P7,DC2,R2,K,38,R,1,F12P7DC2R2K38PR,0,0,0,0,
,F12,P7,DC2,R2,K,41,L,1,F12P7DC2R2K41PL,0,0,0,0,
,F12,P7,DC2,R2,K,41,R,1,F12P7DC2R2K41PR,0,0,0,0,
,F12,P7,DC2,R2,K,46,L,1,F12P7DC2R2K46PL,0,0,0,0,
,F12,P7,DC2,R2,K,46,R,1,F12P7DC2R2K46PR,0,0,0,0,
,F12,P7,DC2,R2,K,49,L,1,F12P7DC2R2K49PL,0,0,0,0,
,F12,P7,DC2,R2,K,49,R,1,F12P7DC2R2K49PR,0,0,0,0,
,F12,P7,DC2,R2,L,38,L,1,F12P7DC2R2L38PL,0,0,0,0,
,F12,P7,DC2,R2,L,38,R,1,F12P7DC2R2L38PR,0,0,0,0,
,F12,P7,DC2,R2,L,46,L,1,F12P7DC2R2L46PL,0,0,0,0,
,F12,P7,DC2,R2,L,46,R,1,F12P7DC2R2L46PR,0,0,0,0,
,F12,P7,DC2,R2,L,49,L,1,F12P7DC2R2L49PL,0,0,0,0,
,F12,P7,DC2,R2,L,49,R,1,F12P7DC2R2L49PR,0,0,0,0,
,F12,P7,DC2,R2,L,41,L,0,F12P7DC2R2L41PL,0,0,0,0,
,F12,P7,DC2,R2,L,41,R,0,F12P7DC2R2L41PR,0,0,0,0,
,F12,P7,DC2,R2,M,38,L,1,F12P7DC2R2M38PL,0,0,0,0,
,F12,P7,DC2,R2,M,38,R,1,F12P7DC2R2M38PR,0,0,0,0,
,F12,P7,DC2,R2,M,41,L,1,F12P7DC2R2M41PL,0,0,0,0,
,F12,P7,DC2,R2,M,41,R,1,F12P7DC2R2M41PR,0,0,0,0,
,F12,P7,DC2,R2,M,49,L,1,F12P7DC2R2M49PL,0,0,0,0,
,F12,P7,DC2,R2,M,49,R,1,F12P7DC2R2M49PR,0,0,0,0,
,F12,P7,DC2,R2,M,46,L,0,F12P7DC2R2M46PL,0,0,0,0,
