factory,phase,datacenter,room,row,col,side
F12,P7,DC1,R1,D,102
F12,P7,DC1,R1,D,110
F12,P7,DC1,R1,E,107
F12,P7,DC1,R1,E,99
F12,P7,DC1,R1,G,102
F12,P7,DC1,R1,G,110
F12,P7,DC1,R1,I,107
F12,P7,DC1,R1,I,99
F12,P7,DC1,R1,K,102
F12,P7,DC1,R1,K,110
F12,P7,DC1,R1,M,107
F12,P7,DC1,R1,M,99
F12,P7,DC1,R1,N,102
F12,P7,DC1,R1,N,110
F12,P7,DC1,R1,S,102
F12,P7,DC1,R1,S,110
F12,P7,DC1,R1,T,107
F12,P7,DC1,R1,T,99
F12,P7,DC1,R1,V,102
F12,P7,DC1,R1,V,110
F12,P7,DC1,R1,X,107
F12,P7,DC1,R1,X,99
F12,P7,DC1,R1,Y,102
F12,P7,DC1,R1,Y,110
F12,P7,DC1,R2,D,86
F12,P7,DC1,R2,D,94
F12,P7,DC1,R2,E,83
F12,P7,DC1,R2,E,91
F12,P7,DC1,R2,G,86
F12,P7,DC1,R2,G,94
F12,P7,DC1,R2,I,83
F12,P7,DC1,R2,I,91
F12,P7,DC1,R2,K,86
F12,P7,DC1,R2,K,94
F12,P7,DC1,R2,M,83
F12,P7,DC1,R2,M,91
F12,P7,DC1,R2,N,86
F12,P7,DC1,R2,N,94
F12,P7,DC1,R2,S,86
F12,P7,DC1,R2,S,94
F12,P7,DC1,R2,T,83
F12,P7,DC1,R2,T,91
F12,P7,DC1,R2,V,86
F12,P7,DC1,R2,V,94
F12,P7,DC1,R2,X,91
F12,P7,DC1,R2,Y,83
F12,P7,DC1,R2,Y,86
F12,P7,DC1,R2,Y,94
F12,P7,DC1,R3,C,75
F12,P7,DC1,R3,D,67
F12,P7,DC1,R3,D,78
F12,P7,DC1,R3,E,70
F12,P7,DC1,R3,F,75
F12,P7,DC1,R3,G,67
F12,P7,DC1,R3,G,78
F12,P7,DC1,R3,H,70
F12,P7,DC1,R3,I,75
F12,P7,DC1,R3,K,67
F12,P7,DC1,R3,K,78
F12,P7,DC1,R3,L,70
F12,P7,DC1,R3,M,75
F12,P7,DC1,R3,N,67
F12,P7,DC1,R3,N,78
F12,P7,DC1,R3,O,70
F12,P7,DC1,R3,S,70
F12,P7,DC1,R3,S,78
F12,P7,DC1,R3,T,67
F12,P7,DC1,R3,T,75
F12,P7,DC1,R3,V,70
F12,P7,DC1,R3,V,78
F12,P7,DC1,R3,X,67
F12,P7,DC1,R3,X,75
F12,P7,DC1,R3,Y,70
F12,P7,DC1,R3,Y,78
F12,P7,DC1,R4,C,59
F12,P7,DC1,R4,D,54
F12,P7,DC1,R4,D,62
F12,P7,DC1,R4,F,51
F12,P7,DC1,R4,F,59
F12,P7,DC1,R4,H,54
F12,P7,DC1,R4,H,62
F12,P7,DC1,R4,I,59
F12,P7,DC1,R4,J,51
F12,P7,DC1,R4,L,54
F12,P7,DC1,R4,L,62
F12,P7,DC1,R4,M,59
F12,P7,DC1,R4,N,51
F12,P7,DC1,R4,O,54
F12,P7,DC1,R4,S,54
F12,P7,DC1,R4,S,62
F12,P7,DC1,R4,T,51
F12,P7,DC1,R4,T,59
F12,P7,DC1,R4,V,54
F12,P7,DC1,R4,V,62
F12,P7,DC1,R4,X,51
F12,P7,DC1,R4,X,59
F12,P7,DC1,R4,Y,54
F12,P7,DC1,R4,Y,62
F12,P7,DC1,R5,D,38
F12,P7,DC1,R5,D,46
F12,P7,DC1,R5,F,35
F12,P7,DC1,R5,F,43
F12,P7,DC1,R5,H,38
F12,P7,DC1,R5,H,46
F12,P7,DC1,R5,J,35
F12,P7,DC1,R5,J,43
F12,P7,DC1,R5,L,38
F12,P7,DC1,R5,L,46
F12,P7,DC1,R5,N,35
F12,P7,DC1,R5,N,43
F12,P7,DC1,R5,S,35
F12,P7,DC1,R5,S,43
F12,P7,DC1,R5,U,38
F12,P7,DC1,R5,U,46
F12,P7,DC1,R5,W,35
F12,P7,DC1,R5,W,43
F12,P7,DC1,R5,Y,38
F12,P7,DC1,R5,Y,46
F12,P7,DC1,R6,S,19
F12,P7,DC1,R6,S,27
F12,P7,DC1,R6,U,22
F12,P7,DC1,R6,U,30
F12,P7,DC1,R6,X,19
F12,P7,DC1,R6,X,27
F12,P7,DC1,R6,Y,22
F12,P7,DC1,R6,Y,30
F12,P7,DC1,R7,C,04
F12,P7,DC1,R7,C,08
F12,P7,DC1,R7,F,06
F12,P7,DC1,R7,F,10
F12,P7,DC1,R7,K,04
F12,P7,DC1,R7,K,08
F12,P7,DC1,R7,N,06
F12,P7,DC1,R7,N,10
F12,P7,DC1,R7,S,04
F12,P7,DC1,R7,S,08
F12,P7,DC1,R7,V,06
F12,P7,DC1,R7,V,10
F12,P7,DC2,R1,C,66
F12,P7,DC2,R1,E,58
F12,P7,DC2,R1,E,69
F12,P7,DC2,R1,G,61
F12,P7,DC2,R1,H,66
F12,P7,DC2,R1,J,58
F12,P7,DC2,R1,J,69
F12,P7,DC2,R1,L,61
F12,P7,DC2,R1,M,66
F12,P7,DC2,R1,O,58
F12,P7,DC2,R1,O,61
F12,P7,DC2,R1,O,69
F12,P7,DC2,R1,R,66
F12,P7,DC2,R1,T,58
F12,P7,DC2,R1,T,69
F12,P7,DC2,R1,V,61
F12,P7,DC2,R1,W,66
F12,P7,DC2,R1,Y,58
F12,P7,DC2,R1,Y,69
F12,P7,DC2,R1,Z,61
F12,P7,DC2,R2,C,41
F12,P7,DC2,R2,C,46
F12,P7,DC2,R2,E,38
F12,P7,DC2,R2,E,49
F12,P7,DC2,R2,G,41
F12,P7,DC2,R2,H,46
F12,P7,DC2,R2,J,38
F12,P7,DC2,R2,J,49
F12,P7,DC2,R2,L,41
F12,P7,DC2,R2,M,46
F12,P7,DC2,R2,O,38
F12,P7,DC2,R2,O,49
F12,P7,DC2,R2,Q,41
F12,P7,DC2,R2,R,46
F12,P7,DC2,R2,T,38
F12,P7,DC2,R2,T,49
F12,P7,DC2,R2,V,41
F12,P7,DC2,R2,W,46
F12,P7,DC2,R2,Y,38
F12,P7,DC2,R2,Y,49
F12,P7,DC2,R2,Z,41
F12,P7,DC2,R3,C,27
F12,P7,DC2,R3,E,19
F12,P7,DC2,R3,E,30
F12,P7,DC2,R3,G,22
F12,P7,DC2,R3,H,27
F12,P7,DC2,R3,J,19
F12,P7,DC2,R3,J,30
F12,P7,DC2,R3,L,22
F12,P7,DC2,R3,M,27
F12,P7,DC2,R3,O,19
F12,P7,DC2,R3,O,30
F12,P7,DC2,R3,Q,22
F12,P7,DC2,R3,R,27
F12,P7,DC2,R3,T,19
F12,P7,DC2,R3,T,30
F12,P7,DC2,R3,V,22
F12,P7,DC2,R3,W,27
F12,P7,DC2,R3,Y,19
F12,P7,DC2,R3,Y,30
F12,P7,DC2,R3,Z,22
F12,P7,DC2,R4,J,04
F12,P7,DC2,R4,K,12
F12,P7,DC2,R4,L,07
F12,P7,DC2,R4,O,04
F12,P7,DC2,R4,P,12
F12,P7,DC2,R4,Q,07
F12,P7,DC2,R4,T,04
F12,P7,DC2,R4,U,12
F12,P7,DC2,R4,V,07
